Ano;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Código da Área;Área de Enquadramento;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Concluintes Inscritos;Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);;;
2016;1718;FACULDADE NOBRE DE FEIRA DE SANTANA;FAN;Faculdade ;Privada com fins lucrativos;47862;38;SERVIÇO SOCIAL;Educação Presencial;2910800;FEIRA DE SANTANA;BA;13;13;49,9769;3,6963;54,8692;2,9327;3,1236;4;;;
2016;3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;47918;6;ODONTOLOGIA;Educação Presencial;4119905;PONTA GROSSA;PR;63;62;43,7242;1,8166;50,8258;1,5254;1,5982;2;;;
2016;1734;FACULDADE INTEGRAL DIFERENCIAL;FACID;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;47935;36;FISIOTERAPIA;Educação Presencial;2211001;TERESINA;PI;39;39;49,6180;3,2614;36,2333;2,3852;2,6042;3;;;
2016;1753;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;FACENE;Faculdade ;Privada com fins lucrativos;48022;23;ENFERMAGEM;Educação Presencial;2507507;JOÃO PESSOA;PB;113;108;36,9407;1,5159;35,3954;1,3735;1,4091;2;;;
2016;1430;CENTRO UNIVERSITÁRIO INGÁ;0;Centro Universitário;Privada sem fins lucrativos;48207;23;ENFERMAGEM;Educação Presencial;4115200;MARINGÁ;PR;21;21;42,2714;2,2304;51,1952;3,6374;3,2856;4;;;
2016;1430;CENTRO UNIVERSITÁRIO INGÁ;0;Centro Universitário;Privada sem fins lucrativos;48211;36;FISIOTERAPIA;Educação Presencial;4115200;MARINGÁ;PR;13;11;48,5364;3,1111;38,4455;2,7053;2,8067;3;;;
2016;1809;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;IFPE;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;48229;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;2611606;RECIFE;PE;71;60;52,3683;3,7034;52,2183;3,8185;3,7897;4;;;
2016;1310;FACULDADE DE AMERICANA;FAM;Faculdade ;Privada sem fins lucrativos;48541;36;FISIOTERAPIA;Educação Presencial;3501608;AMERICANA;SP;27;27;42,9370;2,3333;42,7222;3,3241;3,0764;4;;;
2016;3603;FACULDADE ANHANGUERA DE GUARULHOS;0;Faculdade ;Privada com fins lucrativos;48547;28;NUTRIÇÃO;Educação Presencial;3518800;GUARULHOS;SP;29;18;37,3889;1,5635;38,4222;1,2266;1,3108;2;;;
2016;1058;Estácio FIB - Centro Universitário Estácio da Bahia;Estácio FIB;Centro Universitário;Privada com fins lucrativos;48581;36;FISIOTERAPIA;Educação Presencial;2927408;SALVADOR;BA;50;47;37,8766;1,6303;35,4830;2,2766;2,1150;3;;;
2016;1677;FACULDADE DE ENSINO SUPERIOR DO PIAUÍ;FAESPI;Faculdade ;Privada com fins lucrativos;48614;27;FONOAUDIOLOGIA;Educação Presencial;2211001;TERESINA;PI;3;3;34,7333;0,7400;47,7667;0,7734;0,7651;1;;;
2016;1804;FACULDADE DE MAUÁ - FAMA;FAMA;Faculdade ;Privada sem fins lucrativos;48634;38;SERVIÇO SOCIAL;Educação Presencial;3529401;MAUÁ;SP;77;75;35,0600;1,6138;55,3387;2,9795;2,6381;3;;;
2016;1325;FACULDADE DE APUCARANA;FAP;Faculdade ;Privada sem fins lucrativos;48761;36;FISIOTERAPIA;Educação Presencial;4101408;APUCARANA;PR;36;35;42,6314;2,2908;37,0000;2,4961;2,4448;3;;;
2016;1263;FACULDADE BEZERRA DE ARAÚJO;FABA;Faculdade ;Privada com fins lucrativos;48806;28;NUTRIÇÃO;Educação Presencial;3304557;RIO DE JANEIRO;RJ;77;75;41,1787;2,0692;46,5453;2,1347;2,1183;3;;;
2016;738;FACULDADES INTEGRADAS TERESA D´ÁVILA;FATEA;Centro Universitário;Privada sem fins lucrativos;48810;23;ENFERMAGEM;Educação Presencial;3527207;LORENA;SP;22;21;41,3810;2,1111;46,1571;2,9155;2,7144;3;;;
2016;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Universidade;Privada sem fins lucrativos;48854;12;MEDICINA;Educação Presencial;5300108;BRASÍLIA;DF;85;84;61,0631;2,9977;62,0571;1,5113;1,8829;2;;;
2016;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pessoa Jurídica de Direito Público - Federal;48917;51;ZOOTECNIA;Educação Presencial;3121605;DIAMANTINA;MG;24;22;47,7727;3,1687;43,8364;2,8358;2,9190;3;;;
2016;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pessoa Jurídica de Direito Público - Federal;48919;36;FISIOTERAPIA;Educação Presencial;3121605;DIAMANTINA;MG;32;31;55,6161;4,0946;49,8581;4,3567;4,2912;5;;;
2016;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pessoa Jurídica de Direito Público - Federal;48921;17;AGRONOMIA;Educação Presencial;3121605;DIAMANTINA;MG;47;45;51,6511;3,3644;62,5689;3,0219;3,1075;4;;;
2016;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pessoa Jurídica de Direito Público - Federal;48923;19;FARMÁCIA;Educação Presencial;3121605;DIAMANTINA;MG;32;31;54,4710;3,5711;57,8484;3,3608;3,4134;4;;;
2016;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pessoa Jurídica de Direito Público - Federal;48926;28;NUTRIÇÃO;Educação Presencial;3121605;DIAMANTINA;MG;31;31;48,5645;3,0547;51,8516;2,7278;2,8096;3;;;
2016;1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;Centro Universitário;Privada sem fins lucrativos;49006;23;ENFERMAGEM;Educação Presencial;3549102;SÃO JOÃO DA BOA VISTA;SP;71;71;36,4127;1,4451;39,9042;2,0196;1,8760;2;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;49015;36;FISIOTERAPIA;Educação Presencial;3550308;SÃO PAULO;SP;22;22;53,1545;3,7527;49,4273;4,2943;4,1589;5;;;
2016;669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;Universidade;Privada sem fins lucrativos;49060;12;MEDICINA;Educação Presencial;1302603;MANAUS;AM;64;64;47,8297;0,0065;49,5172;0,0000;0,0016;1;;;
2016;1519;FACULDADE DE PATO BRANCO;FADEP;Faculdade ;Privada com fins lucrativos;49084;23;ENFERMAGEM;Educação Presencial;4118501;PATO BRANCO;PR;36;34;41,8265;2,1708;41,4500;2,2410;2,2235;3;;;
2016;1325;FACULDADE DE APUCARANA;FAP;Faculdade ;Privada sem fins lucrativos;49088;23;ENFERMAGEM;Educação Presencial;4101408;APUCARANA;PR;11;11;35,3727;1,3057;35,4818;1,3859;1,3659;2;;;
2016;781;FACULDADE ANHANGUERA DE RONDONÓPOLIS;FAR;Faculdade ;Privada com fins lucrativos;49094;17;AGRONOMIA;Educação Presencial;5107602;RONDONÓPOLIS;MT;80;65;37,1431;1,0787;49,8277;1,1528;1,1343;2;;;
2016;1308;FACULDADE NOVO MILÊNIO;FNM;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;49105;23;ENFERMAGEM;Educação Presencial;3205200;VILA VELHA;ES;17;16;42,0812;2,2049;35,9500;1,4530;1,6410;2;;;
2016;1490;FACULDADE DE JAGUARIÚNA;FAJ;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;49108;5;MEDICINA VETERINÁRIA;Educação Presencial;3524709;JAGUARIÚNA;SP;164;151;42,9510;1,8736;49,9318;2,7490;2,5301;3;;;
2016;1239;FACULDADE PADRÃO;PADRAO;Faculdade ;Privada com fins lucrativos;49140;55;BIOMEDICINA;Educação Presencial;5208707;GOIÂNIA;GO;26;24;37,9000;0,6505;35,6042;1,3932;1,2075;2;;;
2016;1430;CENTRO UNIVERSITÁRIO INGÁ;0;Centro Universitário;Privada sem fins lucrativos;49227;27;FONOAUDIOLOGIA;Educação Presencial;4115200;MARINGÁ;PR;12;11;41,2818;1,7330;47,4455;0,7153;0,9698;2;;;
2016;1310;FACULDADE DE AMERICANA;FAM;Faculdade ;Privada sem fins lucrativos;49253;19;FARMÁCIA;Educação Presencial;3501608;AMERICANA;SP;36;32;45,5313;2,3074;52,4469;2,6478;2,5627;3;;;
2016;1263;FACULDADE BEZERRA DE ARAÚJO;FABA;Faculdade ;Privada com fins lucrativos;49322;19;FARMÁCIA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;26;23;45,5261;2,3067;46,0652;1,8054;1,9307;2;;;
2016;1825;FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS;FEAD;Faculdade ;Privada com fins lucrativos;49349;5;MEDICINA VETERINÁRIA;Educação Presencial;3106200;BELO HORIZONTE;MG;116;107;43,5981;1,9733;43,4981;1,5645;1,6667;2;;;
2016;402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Centro Universitário;Privada sem fins lucrativos;49480;36;FISIOTERAPIA;Educação Presencial;5300108;BRASÍLIA;DF;34;32;47,1688;2,9211;40,0156;2,9325;2,9296;3;;;
2016;664;UNIVERSIDADE VILA VELHA;UVV;Universidade;Privada sem fins lucrativos;49533;19;FARMÁCIA;Educação Presencial;3205200;VILA VELHA;ES;12;8;52,9875;3,3614;65,9750;4,4335;4,1655;5;;;
2016;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Privada sem fins lucrativos;49564;23;ENFERMAGEM;Educação Presencial;3543402;RIBEIRÃO PRETO;SP;3;3;42,6667;2,2834;48,6000;3,2655;3,0200;4;;;
2016;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Privada sem fins lucrativos;49572;23;ENFERMAGEM;Educação Presencial;3518701;GUARUJÁ;SP;5;4;33,5500;1,0614;32,5250;0,9623;0,9870;2;;;
2016;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Privada sem fins lucrativos;49634;36;FISIOTERAPIA;Educação Presencial;3518701;GUARUJÁ;SP;21;20;37,9150;1,6356;32,8150;1,8905;1,8268;2;;;
2016;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;49697;27;FONOAUDIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;62;58;46,3155;2,4964;52,9862;1,7174;1,9121;2;;;
2016;124;CENTRO UNIVERSITÁRIO DE ARARAQUARA;UNIARA;Centro Universitário;Privada sem fins lucrativos;49732;23;ENFERMAGEM;Educação Presencial;3503208;ARARAQUARA;SP;25;25;48,3240;3,0417;50,1000;3,4804;3,3708;4;;;
2016;124;CENTRO UNIVERSITÁRIO DE ARARAQUARA;UNIARA;Centro Universitário;Privada sem fins lucrativos;49754;19;FARMÁCIA;Educação Presencial;3503208;ARARAQUARA;SP;36;32;48,7687;2,7650;58,7156;3,4753;3,2977;4;;;
2016;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Universidade;Privada sem fins lucrativos;49831;19;FARMÁCIA;Educação Presencial;3548708;SÃO BERNARDO DO CAMPO;SP;13;13;54,9692;3,6415;57,0154;3,2508;3,3485;4;;;
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;49889;23;ENFERMAGEM;Educação Presencial;3301009;CAMPOS DOS GOYTACAZES;RJ;16;14;42,2643;2,2295;35,0357;1,3220;1,5489;2;;;
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;49897;23;ENFERMAGEM;Educação Presencial;3303401;NOVA FRIBURGO;RJ;42;42;35,7786;1,3601;41,8167;2,2936;2,0602;3;;;
2016;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Universidade;Pessoa Jurídica de Direito Público - Estadual;49910;12;MEDICINA;Educação Presencial;2913606;ILHÉUS;BA;37;37;62,2676;3,2699;73,3649;3,6996;3,5922;4;;;
2016;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;49984;27;FONOAUDIOLOGIA;Educação Presencial;3106200;BELO HORIZONTE;MG;28;26;48,5000;2,8276;53,1846;1,7533;2,0219;3;;;
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;49994;23;ENFERMAGEM;Educação Presencial;3304557;RIO DE JANEIRO;RJ;73;69;36,7739;1,4935;35,5406;1,3943;1,4191;2;;;
2016;952;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;Universidade;Privada sem fins lucrativos;50033;19;FARMÁCIA;Educação Presencial;3548500;SANTOS;SP;17;15;41,3000;1,7093;56,9600;3,2435;2,8600;3;;;
2016;1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;Centro Universitário;Privada sem fins lucrativos;50049;28;NUTRIÇÃO;Educação Presencial;4104808;CASCAVEL;PR;31;31;48,7516;3,0797;57,3871;3,3467;3,2799;4;;;
2016;1244;FACULDADE BRASILEIRA;MULTIVIX VITÓRIA;Faculdade ;Privada com fins lucrativos;50051;23;ENFERMAGEM;Educação Presencial;3205309;VITÓRIA;ES;24;23;55,1652;3,9587;53,6348;3,9869;3,9799;5;;;
2016;1591;FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ;ESTÁCIO MACAPÁ;Faculdade ;Privada sem fins lucrativos;50104;28;NUTRIÇÃO;Educação Presencial;1600303;MACAPÁ;AP;14;13;42,8308;2,2897;37,7462;1,1510;1,4357;2;;;
2016;671;UNIVERSIDADE ANHANGUERA - UNIDERP;UNIDERP;Universidade;Privada com fins lucrativos;50154;23;ENFERMAGEM;Educação Presencial;5002704;CAMPO GRANDE;MS;85;76;36,6855;1,4817;43,7224;2,5666;2,2954;3;;;
2016;18492;Universidade Estadual do Paraná;UNESPAR;Universidade;Pessoa Jurídica de Direito Público - Estadual;50201;38;SERVIÇO SOCIAL;Educação Presencial;4101408;APUCARANA;PR;40;36;0,0000;0,0000;0,0000;0,0000;0,0000;1;;;
2016;1825;FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS;FEAD;Faculdade ;Privada com fins lucrativos;50233;51;ZOOTECNIA;Educação Presencial;3106200;BELO HORIZONTE;MG;10;9;48,2778;3,2452;42,9889;2,7234;2,8538;3;;;
2016;1825;FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS;FEAD;Faculdade ;Privada com fins lucrativos;50248;17;AGRONOMIA;Educação Presencial;3106200;BELO HORIZONTE;MG;20;18;46,5222;2,5563;59,9056;2,6312;2,6125;3;;;
2016;1310;FACULDADE DE AMERICANA;FAM;Faculdade ;Privada sem fins lucrativos;50300;28;NUTRIÇÃO;Educação Presencial;3501608;AMERICANA;SP;25;25;41,3480;2,0918;44,0480;1,8555;1,9146;2;;;
2016;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;50302;36;FISIOTERAPIA;Educação Presencial;4305108;CAXIAS DO SUL;RS;55;54;46,6074;2,8432;41,4611;3,1416;3,0670;4;;;
2016;1716;FACULDADE UNIÃO DAS AMÉRICAS;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;50316;28;NUTRIÇÃO;Educação Presencial;4108304;FOZ DO IGUAÇU;PR;9;6;44,0167;2,4479;47,0167;2,1873;2,2525;3;;;
2016;1716;FACULDADE UNIÃO DAS AMÉRICAS;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;50318;38;SERVIÇO SOCIAL;Educação Presencial;4108304;FOZ DO IGUAÇU;PR;11;9;29,5111;0,8392;46,1889;2,0671;1,7601;2;;;
2016;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Universidade;Pessoa Jurídica de Direito Público - Federal;50392;51;ZOOTECNIA;Educação Presencial;2304400;FORTALEZA;CE;34;28;59,8714;5,0000;45,8964;3,1091;3,5818;4;;;
2016;1444;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA;FIEL;Faculdade ;Privada sem fins lucrativos;50449;23;ENFERMAGEM;Educação Presencial;3526902;LIMEIRA;SP;2;0;;;;;;SC;;;
2016;1519;FACULDADE DE PATO BRANCO;FADEP;Faculdade ;Privada com fins lucrativos;50474;36;FISIOTERAPIA;Educação Presencial;4118501;PATO BRANCO;PR;49;47;43,7617;2,4478;38,5255;2,7168;2,6496;3;;;
2016;517;FACULDADE DE EDUCAÇÃO SÃO LUÍS;FESL;Faculdade ;Privada sem fins lucrativos;50526;23;ENFERMAGEM;Educação Presencial;3524303;JABOTICABAL;SP;27;26;40,4654;1,9884;44,5846;2,6902;2,5147;3;;;
2016;1869;CENTRO UNIVERSITÁRIO DE ITAJUBÁ;FEPI;Centro Universitário;Privada sem fins lucrativos;50550;36;FISIOTERAPIA;Educação Presencial;3132404;ITAJUBÁ;MG;9;9;50,8222;3,4287;43,0111;3,3659;3,3816;4;;;
2016;3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Centro Universitário;Privada sem fins lucrativos;50662;12;MEDICINA;Educação Presencial;3113404;CARATINGA;MG;52;52;53,5288;1,2947;52,9942;0,0000;0,3237;1;;;
2016;480;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;UNIFESO;Centro Universitário;Privada sem fins lucrativos;50807;36;FISIOTERAPIA;Educação Presencial;3305802;TERESÓPOLIS;RJ;15;15;41,1933;2,0910;39,4333;2,8482;2,6589;3;;;
2016;384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGÉLICA;Centro Universitário;Privada sem fins lucrativos;50809;36;FISIOTERAPIA;Educação Presencial;5201108;ANÁPOLIS;GO;34;33;49,9091;3,3018;43,2212;3,3963;3,3727;4;;;
2016;1490;FACULDADE DE JAGUARIÚNA;FAJ;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;50811;36;FISIOTERAPIA;Educação Presencial;3524709;JAGUARIÚNA;SP;14;14;51,3286;3,4990;52,4786;4,7359;4,4266;5;;;
2016;1563;CENTRO UNIVERSITÁRIO DA FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ;NOVAFAPI;Centro Universitário;Privada com fins lucrativos;50813;36;FISIOTERAPIA;Educação Presencial;2211001;TERESINA;PI;51;49;41,4816;2,1311;34,4224;2,1231;2,1251;3;;;
2016;1563;CENTRO UNIVERSITÁRIO DA FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ;NOVAFAPI;Centro Universitário;Privada com fins lucrativos;50815;27;FONOAUDIOLOGIA;Educação Presencial;2211001;TERESINA;PI;83;74;44,1689;2,1708;50,6230;1,2900;1,5102;2;;;
2016;1490;FACULDADE DE JAGUARIÚNA;FAJ;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;50829;23;ENFERMAGEM;Educação Presencial;3524709;JAGUARIÚNA;SP;11;10;49,0000;3,1323;66,1800;5,0000;4,5331;5;;;
2016;1716;FACULDADE UNIÃO DAS AMÉRICAS;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;50859;55;BIOMEDICINA;Educação Presencial;4108304;FOZ DO IGUAÇU;PR;16;13;47,1538;1,9600;44,7769;2,7521;2,5541;3;;;
2016;750;CENTRO UNIVERSITÁRIO UNIRG;UNIRG;Centro Universitário;Pessoa Jurídica de Direito Público - Municipal;50884;6;ODONTOLOGIA;Educação Presencial;1709500;GURUPI;TO;91;90;35,3656;0,5153;45,5467;0,8040;0,7318;1;;;
2016;750;CENTRO UNIVERSITÁRIO UNIRG;UNIRG;Centro Universitário;Pessoa Jurídica de Direito Público - Municipal;50886;36;FISIOTERAPIA;Educação Presencial;1709500;GURUPI;TO;19;18;47,7000;2,9949;36,9611;2,4905;2,6166;3;;;
2016;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Universidade;Privada sem fins lucrativos;50926;36;FISIOTERAPIA;Educação Presencial;2111300;SÃO LUÍS;MA;47;43;47,4953;2,9665;34,6372;2,1542;2,3573;3;;;
2016;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Universidade;Privada sem fins lucrativos;50928;27;FONOAUDIOLOGIA;Educação Presencial;2111300;SÃO LUÍS;MA;27;25;40,0360;1,5441;44,5600;0,1935;0,5312;1;;;
2016;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Universidade;Privada sem fins lucrativos;50945;55;BIOMEDICINA;Educação Presencial;3548708;SÃO BERNARDO DO CAMPO;SP;43;42;52,5643;2,7255;40,8238;2,1665;2,3063;3;;;
2016;1092;FACULDADES INTEGRADAS DE BAURU;FIB;Faculdade ;Privada com fins lucrativos;50963;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3506003;BAURU;SP;50;37;46,5378;3,1143;47,0135;2,9704;3,0064;4;;;
2016;206;CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO;UNIÍTALO;Centro Universitário;Privada sem fins lucrativos;50965;23;ENFERMAGEM;Educação Presencial;3550308;SÃO PAULO;SP;195;172;30,7983;0,6926;36,7017;1,5607;1,3437;2;;;
2016;1734;FACULDADE INTEGRAL DIFERENCIAL;FACID;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;50979;6;ODONTOLOGIA;Educação Presencial;2211001;TERESINA;PI;103;102;49,0431;2,6446;61,0480;2,9224;2,8530;3;;;
2016;1414;FACULDADE SÃO LUCAS;FSL;Centro Universitário;Privada com fins lucrativos;50992;27;FONOAUDIOLOGIA;Educação Presencial;1100205;PORTO VELHO;RO;29;29;43,5759;2,0809;53,2655;1,7679;1,8461;2;;;
2016;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Universidade;Pessoa Jurídica de Direito Público - Estadual;51042;17;AGRONOMIA;Educação Presencial;5002902;CASSILÂNDIA;MS;26;26;46,1577;2,4989;61,0192;2,7945;2,7206;3;;;
2016;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Universidade;Pessoa Jurídica de Direito Público - Estadual;51046;27;FONOAUDIOLOGIA;Educação Presencial;3509502;CAMPINAS;SP;32;28;60,7357;4,6832;63,0464;3,5367;3,8233;4;;;
2016;1041;CENTRO UNIVERSITÁRIO UNIVATES;UNIVATES;Centro Universitário;Privada sem fins lucrativos;51068;19;FARMÁCIA;Educação Presencial;4311403;LAJEADO;RS;29;29;45,8379;2,3507;52,5414;2,6603;2,5829;3;;;
2016;1041;CENTRO UNIVERSITÁRIO UNIVATES;UNIVATES;Centro Universitário;Privada sem fins lucrativos;51102;36;FISIOTERAPIA;Educação Presencial;4311403;LAJEADO;RS;21;21;44,6714;2,5742;42,2190;3,2513;3,0820;4;;;
2016;1883;FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;Faculdade ;Privada com fins lucrativos;51104;5;MEDICINA VETERINÁRIA;Educação Presencial;2919207;LAURO DE FREITAS;BA;27;27;43,7296;1,9936;47,7815;2,3531;2,2632;3;;;
2016;1883;FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;Faculdade ;Privada com fins lucrativos;51106;28;NUTRIÇÃO;Educação Presencial;2919207;LAURO DE FREITAS;BA;8;8;50,7125;3,3414;45,2125;1,9857;2,3246;3;;;
2016;1883;FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;Faculdade ;Privada com fins lucrativos;51108;27;FONOAUDIOLOGIA;Educação Presencial;2919207;LAURO DE FREITAS;BA;5;4;42,3250;1,8912;62,9500;3,5193;3,1123;4;;;
2016;1319;FACULDADE TECSOMA;FATEC;Faculdade ;Privada com fins lucrativos;51127;23;ENFERMAGEM;Educação Presencial;3147006;PARACATU;MG;14;13;48,5231;3,0684;42,3923;2,3761;2,5491;3;;;
2016;1906;INSTITUTO DE ENSINO SUPERIOR MATERDEI;IES-MATERDEI;Faculdade ;Privada com fins lucrativos;51218;23;ENFERMAGEM;Educação Presencial;1302603;MANAUS;AM;25;25;34,2040;1,1491;35,9160;1,4481;1,3734;2;;;
2016;308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;51244;19;FARMÁCIA;Educação Presencial;3105608;BARBACENA;MG;45;41;42,7732;1,9175;46,9634;1,9240;1,9224;2;;;
2016;1917;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;Faculdade ;Privada com fins lucrativos;51270;23;ENFERMAGEM;Educação Presencial;1100049;CACOAL;RO;29;29;46,4862;2,7954;48,2724;3,2186;3,1128;4;;;
2016;5439;FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC;FACIPLAC;Faculdade ;Privada com fins lucrativos;51281;19;FARMÁCIA;Educação Presencial;5300108;BRASÍLIA;DF;30;26;42,8269;1,9251;50,7115;2,4187;2,2953;3;;;
2016;3974;UNIVERSIDADE DE RIO VERDE;FESURV;Universidade;Pessoa Jurídica de Direito Público - Municipal;51289;36;FISIOTERAPIA;Educação Presencial;5218805;RIO VERDE;GO;14;10;54,0200;3,8729;36,5800;2,4353;2,7947;3;;;
2016;1927;FACULDADES INTEGRADAS DO VALE DO IGUAÇU;0;Faculdade ;Privada com fins lucrativos;51320;23;ENFERMAGEM;Educação Presencial;4128203;UNIÃO DA VITÓRIA;PR;24;24;43,0958;2,3409;40,7958;2,1473;2,1957;3;;;
2016;1927;FACULDADES INTEGRADAS DO VALE DO IGUAÇU;0;Faculdade ;Privada com fins lucrativos;51324;28;NUTRIÇÃO;Educação Presencial;4128203;UNIÃO DA VITÓRIA;PR;24;24;47,8125;2,9544;54,4542;3,0188;3,0027;4;;;
2016;308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;51336;36;FISIOTERAPIA;Educação Presencial;3136702;JUIZ DE FORA;MG;17;6;39,9500;1,9183;35,3167;2,2525;2,1690;3;;;
2016;308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;51339;5;MEDICINA VETERINÁRIA;Educação Presencial;3136702;JUIZ DE FORA;MG;47;45;38,8778;1,2460;50,8000;2,9088;2,4931;3;;;
